cid	SMILES	Binding_Modes
5Y8	Cn1c2ccc(cc2cn1)c3cnc(c(c3N4CCC5(CCNC5=O)CC4)Cl)N	I
AU5	Cn1c2cnc(nc2n(c1=O)C3CCCC3)Nc4ccc(cc4OC)OC5CCN(CC5)C	I
DD8	Cn1c2cnc3ccc(cc3c2n(c1=O)C4CCOCC4)c5cccnc5	I
6YE	Cn1cc(c(n1)C(=O)N)NC(=O)c2cnn3c2nc(cc3)N4CCNCC4	I
XPY	Cn1cc(c(n1)C(F)(F)F)NC(=O)c2cnn3c2nc(cc3)NC4CCCCC4N	I
1QG	Cn1cc(c(n1)c2ccc(cc2)F)c3ccnc(c3)C4COCCN4	I
9WG	Cn1cc(c(n1)c2ccc(cc2)F)c3ccnc4c3C(=O)N(C4)C	I
1QM	Cn1cc(c(n1)c2ccc(cc2)F)c3ccnc4c3OCCNC4	I
TSK	Cn1cc(c2c1cc(c(c2)F)I)C3=C(C(=O)NC3=O)c4coc5c4cccc5OC	I
PDR	Cn1cc(c2c1cc(c(n2)OC)OC)c3cc4c(ccnc4[nH]3)Cl	I
809	Cn1cc(c2c1cc(c3c2C(=O)NC3=O)c4ccccc4Cl)CCO	I
DFN	Cn1cc(c2c1ccc(c2)F)C3=C(C(=O)NC3=O)c4cccc(c4)NCC(CO)O	I
KSR	Cn1cc(c2c1ccc(c2)OC)c3cc4c([nH]3)nccn4	I
BI8	Cn1cc(c2c1cccc2)C3=C(C(=O)NC3=O)c4cn(c5c4cccc5)CCCN	I
6HJ	Cn1cc(c2c1cccc2)c3c4c(ncnc4n(n3)C5CCCN(C5)C(=O)C=C)N	I
YY3	Cn1cc(c2c1cccc2)c3ccnc(n3)Nc4cc(c(cc4OC)N(C)CCN(C)C)NC(=O)C=C	I
WYE	Cn1cc(c2c1nccc2N3CCN(CC3)C)C=C4C(=O)c5c(cc(cc5O4)O)O	I
0K6	Cn1cc(cc1C(=O)N2CCN(CC2)C)Nc3ncc4cc(n(c4n3)C5CCCC5)C(=O)N	I
82B	Cn1cc(cc1C(=O)Nc2c3c(n[nH]2)C4(CC4)N(C3)C(=O)NC(CN5CCCC5)c6ccccc6)Br	I
D5Q	Cn1cc(cc1C(=O)Nc2cc(ccn2)c3c(nc([nH]3)SC)c4ccc(cc4)F)c5cc(ccc5OC)OC	I
939	Cn1cc(cc1c2ccnc(n2)Nc3cc(ccc3OC(F)(F)F)N4CCN(CC4)C)C(=O)N	I
92C	Cn1cc(cn1)C=C2c3cc(ccc3NC2=O)Cl	I
G4J	Cn1cc(cn1)Nc2nccc(n2)N3CC4CCC(C3)N4C(=O)C5CC5(F)F	I
7KG	Cn1cc(cn1)c2c3c(c(c(n2)NC4CCCCC4N)F)CNC3=O	I
5O7	Cn1cc(cn1)c2c3c(ccn2)cnc(n3)Nc4ccc(cc4OC)OC	I
3JA	Cn1cc(cn1)c2c[nH]c3c2c(ncn3)N4CCOCC4	I
3DK	Cn1cc(cn1)c2cc3c(c[nH]c3nc2)c4cnn(c4)Cc5cc(ccc5F)F	I
5O1	Cn1cc(cn1)c2ccc(c(c2)OC)Nc3ncc4ccnc(c4n3)NC5CCCCC5	I
5OE	Cn1cc(cn1)c2ccc(c(c2)OC)Nc3ncc4ccnc(c4n3)c5cnn(c5)C	I
O38	Cn1cc(cn1)c2ccc(cc2OCC#N)Nc3ccc(c(n3)NC4CCCCC4)C#N	I
17P	Cn1cc(cn1)c2ccc3c(c2)[nH]c4c3c(ncc4C(=O)N)NC5CCCCC5	I
H3Q	Cn1cc(cn1)c2ccc3c(n2)c(co3)c4cccc(c4)C5CCC5	I
H3N	Cn1cc(cn1)c2ccc3c(n2)c(co3)c4cccc(c4)Oc5ccccc5	I
H3E	Cn1cc(cn1)c2ccc3c(n2)c(co3)c4cnn(c4)Cc5ccccc5	I
0K1	Cn1cc(cn1)c2cccc(c2)c3cnc(c(n3)C(=O)NC4C5CC6CC4CC(C6)(C5)O)N	I
6YD	Cn1cc(cn1)c2cccc(n2)C(=O)Nc3cn(nc3C(=O)N)C	I
5OQ	Cn1cc(cn1)c2cccc3c2cc(nc3)Nc4ccc(cc4OC)OC	I
24R	Cn1cc(cn1)c2cnc3c(cnn3c2)c4cc(sc4)C(=O)NC5CCCCC5N	I
22K	Cn1cc(cn1)c2cnn3c2nc(c(c3N)Br)C4CCCC(C4)N	I
2YK	Cn1cc(cn1)c2nnc3n2nc(cc3)Sc4cc(ccc4OC)OC	I
8FR	Cn1cc(nc1)Nc2c3cc(ccc3nc(n2)N4CCC(CC4)N)Cl	I
6HK	Cn1cncc1c2ccc3c(c2)Nc4ccc(cc4NC3=O)CC(=O)OC	I
KK7	Cn1cnnc1c2cccc(c2)NC(=O)c3ccccn3	I
8N8	c1c(c(c(s1)C(=O)O)Br)Br	I
6K7	c1c(c(cnc1N)c2cc(nc(n2)N3CC(C3)(CO)CCl)N4CCOCC4)C(F)(F)F	I
SD5	c1c(c(cnc1N)c2cc(nc(n2)N3CCOCC3)N4CCOCC4)C(F)(F)F	I
6K5	c1c(c(cnc1N)c2nc(nc(n2)N3CC(C3)(CO)CCl)N4CCOCC4)C(F)(F)F	I
A3W	c1c(c(cnc1N)c2nc(nc(n2)N3CCOCC3)N4CCOCC4)C(F)(F)F	I
8MT	c1c(c(sc1C(=O)NN)Br)Br	I
CQW	c1c(c2c([nH]1)ncnc2N3CCc4c(nc[nH]4)C3)Cl	I
6R1	c1c(c2c([nH]1)ncnc2NC3CCC(CC3)N4CCOCC4)C5CCOCC5	I
5ID	c1c(c2c(ncnc2n1C3C(C(C(O3)CO)O)O)N)I	I
KBI	c1c(cc(c(c1F)Nc2nc3cnc(nc3n2C4CCOC4)NC5CCC(CC5)O)F)F	I
E8V	c1c(cc(c(c1F)O)F)c2cc(c(nc2)N)c3cc(c(c(c3)F)O)F	I
MYC	c1c(cc(c(c1O)O)O)c2c(c(=O)c3c(cc(cc3o2)O)O)O	I
MYF	c1c(cc(c(c1O)O)O)c2cc(=O)c3c(cc(cc3o2)O)O	I
EK2	c1c(cc(cc1Cl)Cl)c2cn[nH]c2c3cc([nH]c3)C(=O)N4CCOCC4	I
NRA	c1c(cc2c(c1O)c(=O)c3cc(c(cc3o2)O)O)O	I
1Q3	c1c(cn[nH]1)c2nc3c(c(n2)NC4CCCC4C#N)CC=NC3=O	I
JRJ	c1c(nnn1CCCCN)CCn2nc3c(n2)c(c(c(c3Br)Br)Br)Br	I
ZYW	c1c2c(c(cnc2[nH]n1)Br)N3CCOC(C3)CN	I
REF	c1c2c3c4c(cc(c(c4oc2=O)O)O)c(=O)oc3c(c1O)O	I
8GQ	c1c2cc(c3c1CCC(=O)N3)OCC=CCOC4CC(N(C4)c5cc(n6c(n5)c(cn6)C#N)N2)CO	I
UNM	c1c2cc(oc2c(cc1Br)NC3CCC(CC3)N)C(=O)O	I
3NC	c1c[nH]c(=O)c2c1cc(c(c2)Cl)NC(=O)C3CCC(CC3)N	I
4VB	c1c[nH]c(=O)cc1N2CCc3c(c([nH]n3)c4ccncc4)C2	I
9T6	c1c[nH]c2c1c(c(cn2)C(=O)N)NC3C4CC5CC3CC(C5)(C4)O	I
0NU	c1c[nH]c2c1c3c(cn2)ncn3C4CCCN(C4)C(=O)CC#N	I
C5I	c1c[nH]c2c1c3c(cn2)nnn3C4CCCN(C4)C(=O)CC#N	I
XEZ	c1c[nH]nc1c2cnc3n2cc(nc3)c4c[nH]nc4	I
75E	c1cc(=O)[nH]cc1c2ccsc2c3cc(n4c(n3)c(cn4)C#N)NC5CC5	I
TQ1	c1cc([nH]c1)c2ccc3c(cc4n[nH]c(=O)n4c3c2)CO	I
9N8	c1cc(c(c(c1)Br)C(=O)c2cc([nH]c2)C(=O)Nc3cccnc3)F	I
0X2	c1cc(c(c(c1)Cl)C(=O)NC2=CC(=O)N=CC2)Cl	I
0X5	c1cc(c(c(c1)Cl)C(=O)Nc2ccnc(c2)NC(=O)C3CC3)Cl	I
0XH	c1cc(c(c(c1)Cl)C(=O)Nc2ccnc(c2)NC(=O)C3CC3F)Cl	I
FTZ	c1cc(c(c(c1)Cl)CNc2[nH]nc(n2)c3ccco3)F	I
BDY	c1cc(c(c(c1)Cl)CNc2c(ncc(n2)c3ccc(cc3)C(=O)N4CCCC4CN5CCCC5)N)Cl	I
094	c1cc(c(c(c1)Cl)N2c3cc(c(nc3CNC2=O)Sc4ccc(cc4F)F)C5=CCNCC5)Cl	I
DQO	c1cc(c(c(c1)Cl)N2c3cc(cc(c3CNC2=O)c4ccc(cc4F)F)N5CCNCC5)Cl	I
9ZS	c1cc(c(c(c1)Cl)c2[nH]c3ccnc(c3n2)NC(=O)C4CC4)Cl	I
E71	c1cc(c(c(c1)F)F)c2cnoc2c3c[nH]c4c3cc(cn4)c5ccncc5	I
3UR	c1cc(c(c(c1)F)c2ccc3c(c2)c([nH]n3)c4cncc(n4)N5CCCC(C5)N)F	I
3U1	c1cc(c(c(c1)F)c2ccc3c(c2)c(n[nH]3)c4cncc(n4)OC5CNCCC56CC6)F	I
6YN	c1cc(c(c(c1)F)c2ccc3cnc(n3n2)Nc4cnccc4N5CCCC(C5)N)F	I
3YR	c1cc(c(c(c1)F)c2nc(cs2)C(=O)Nc3cnccc3OC4CCNC4)F	I
BA1	c1cc(c(c(c1)O)C(=O)c2c(cc(cc2O)C(=O)OC3CCCNCC3NC(=O)c4ccc(cc4)O)O)C(=O)O	I
TXQ	c1cc(c(c2c1C(=O)c3c(ccc(c3C2=O)O)O)O)O	I
H3K	c1cc(c(cc1Br)NC(=O)Nc2cnc(cn2)C#N)N3CCCC(C3)O	I
2SH	c1cc(c(cc1C(CO)NC(=O)N2CCc3cnc(nc3C2)NC4CCOCC4)Cl)F	I
41B	c1cc(c(cc1C(CO)n2ccc(cc2=O)c3ccnc(n3)NC4CCOCC4)F)Cl	I
F0H	c1cc(c(cc1C(CO)n2ccc(cc2=O)c3ccnc(n3)Nc4ccnc(c4)C#CCCNC(=O)OC5CCCC=CCC5)F)Cl	I
3UL	c1cc(c(cc1C(F)(F)F)NC(=O)c2ccncc2)N3CCCCC3	I
953	c1cc(c(cc1C(F)(F)F)c2c(cc([nH]2)c3ccnc(n3)N)C(=O)N)Cl	I
SIX	c1cc(c(cc1C2CCNCC2COc3ccc4c(c3)OCO4)CC(=O)NCCc5c[nH]nc5)F	I
AFM	c1cc(c(cc1C2CCNCC2COc3ccc4c(c3)cn[nH]4)C(=O)NCc5cc[nH]n5)F	I
H2K	c1cc(c(cc1Cl)NC(=O)Nc2cnc(cn2)C#N)OC3CCNC3	I
8LY	c1cc(c(cc1Cl)c2cc(ccn2)Nc3ccnc4c3nn(c4)CC5CCNCC5)F	I
R9P	c1cc(c(cc1NCC2CCNCC2)Cl)c3[nH]c(=O)c4c(n3)c5cc(ccc5o4)Br	I
MRI	c1cc(c(cc1O)O)c2c(c(=O)c3c(cc(cc3o2)O)O)O	I
MYU	c1cc(c(cc1c2c(c(=O)c3c(o2)cc(c(c3O)O)O)O)O)O	I
FSE	c1cc(c(cc1c2c(c(=O)c3ccc(cc3o2)O)O)O)O	I
LU2	c1cc(c(cc1c2cc(=O)c3c(cc(cc3o2)O)O)O)O	I
4OK	c1cc(c(cc1c2cc3c4cc(ccc4[nH]c3c(c2)C(=O)N)C(=O)N5CCOCC5)Cl)Cl	I
C94	c1cc(c(cc1c2ccc(o2)C=C3C(=O)NC(=N)S3)C(F)(F)F)S(=O)(=O)N	I
47X	c1cc(c(cc1c2coc3cc(ccc3c2=O)O)O)O	I
0VM	c1cc(c(nc1)Oc2ccc(cc2)Nc3[nH]c4cc(ccc4n3)C#N)C(F)(F)F	I
J0P	c1cc(c2c(c1)OCCO2)CNC(=O)c3ccc(cc3)c4ccncc4	I
ZZK	c1cc(c2c(c1)OCO2)c3cc(c(nc3)N)c4ccc(cc4)C(=O)N	I
LWG	c1cc(c2c(c1Cl)c3c(s2)c(=O)[nH]cn3)Cl	I
3O8	c1cc(c2c(c1N)C(=O)c3c(ccc(c3C2=O)O)O)NCCNCCO	I
3OK	c1cc(c2c(c1NCCN)C(=O)c3c(ccc(c3C2=O)O)O)NCCN	I
3OA	c1cc(c2c(c1NCCOCCO)C(=O)c3c(ccc(c3C2=O)O)O)NCCOCCO	I
IEO	c1cc(c2c(c[nH]c2c1C(=O)N)C#N)OC3CCNCC3	I
1EH	c1cc(c2cc(sc2c1)C(=O)N)c3ccc(s3)C(=O)NCc4ccnc(c4)Cl	I
B4B	c1cc(c2cccnc2c1)c3cnn4c3ncc(c4)c5ccc(cc5)N6CCNCC6	I
AUG	c1cc(cc(c1)Br)c2c(nc3c(n2)c(nc(n3)N)N)N	I
0VU	c1cc(cc(c1)C(=O)N2CCCCC2)c3ccnc(n3)Nc4ccc(cc4)S(=O)(=O)N	I
464	c1cc(cc(c1)C(=O)NCCN2CCCCC2)c3cc([nH]c3)CC4=c5cc(ccc5=NC4=O)NC(=O)N	I
1LC	c1cc(cc(c1)C(=O)c2c[nH]c3c2cccn3)CC(C#N)C(=O)N	I
I85	c1cc(cc(c1)C(F)(F)F)C(=O)Nc2cc(ccn2)c3cc4c([nH]3)C5(CCCNC5)CNC4=O	I
0FS	c1cc(cc(c1)C(F)(F)F)C=C2C(=O)NC(=O)S2	I
VX2	c1cc(cc(c1)C(F)(F)F)c2nnc3n2nc(cc3)NC4CCCCC4	I
NVX	c1cc(cc(c1)Cl)C(=O)C2CNCC2c3ccc4c(c3)nc[nH]c4=O	I
4VJ	c1cc(cc(c1)Cl)C(CO)N2CCCn3cc(cc3C2=O)c4ccnc(n4)NC5CCC(C5)O	I
4VG	c1cc(cc(c1)Cl)C(CO)N2CCCn3cc(cc3C2=O)c4ccnc(n4)NC5CCOCC5	I
4VF	c1cc(cc(c1)Cl)C(CO)N2CCn3cc(cc3C2=O)c4ccnc(n4)NC5CCOCC5	I
679	c1cc(cc(c1)Cl)C2=C(C(=O)NC2=O)Nc3ccc(c(c3)C(=O)O)Cl	I
3NG	c1cc(cc(c1)Cl)Nc2c3ccncc3c4ccc(cc4n2)C(=O)O	I
6CP	c1cc(cc(c1)Cl)Nc2nc3c(c(n2)OCC4CCCCC4)nc[nH]3	I
E94	c1cc(cc(c1)Cl)c2c(c(sc2c3ccnc(n3)Nc4cccc(c4)O)NCCN5CCCCC5)C#N	I
AUE	c1cc(cc(c1)Cl)c2c(nc3c(n2)c(nc(n3)N)N)N	I
82A	c1cc(cc(c1)Cl)c2c[nH]nc2c3cc([nH]c3)C(=O)NC(CO)c4ccc(c(c4)Cl)F	I
EK5	c1cc(cc(c1)Cl)c2cn[nH]c2c3cc([nH]c3)C(=O)NCc4ccc5c(c4)CCO5	I
8BQ	c1cc(cc(c1)F)C(=O)C2CNCC2c3ccc4c(c3)nc[nH]c4=O	I
1WS	c1cc(cc(c1)F)Nc2c-3c(n[nH]2)CCc4c3[nH]nc4C(=O)NCCCN	I
D4Q	c1cc(cc(c1)F)c2cc3c(s2)c(cnc3NC4CCCNC4)C(=O)N	I
4P4	c1cc(cc(c1)F)c2ccc3c(cnc(c3n2)N)C(=O)NC4CN(C4)C(=O)C5CC5	I
NVV	c1cc(cc(c1)I)C(=O)C2CNCC2c3ccc4c(c3)nc[nH]c4=O	I
B7W	c1cc(cc(c1)N)c2cc3c(c[nH]c3nc2)c4cccnc4	I
DZO	c1cc(cc(c1)N)c2cnn3c2nc(cc3)Nc4cccc(c4)Cl	I
0SB	c1cc(cc(c1)N2CCNCC2)c3cccc(n3)Nc4cc(ccn4)C(F)(F)F	I
7X7	c1cc(cc(c1)N2CCOCC2)Nc3nccc(n3)Nc4c(ccc5c4OCO5)Cl	I
51W	c1cc(cc(c1)NC(=O)N2CCCC2)Nc3ncc(c(n3)NCCCN)I	I
B5Z	c1cc(cc(c1)NC(=O)NCCN2CCOCC2)c3ccc4c(n3)sc(n4)NC(=O)C5CC5	I
KK8	c1cc(cc(c1)NC(=O)c2cc(ccn2)c3cccnc3)c4nncn4C5CC5	I
S0L	c1cc(cc(c1)NC(=O)c2cc(ccn2)n3cc(nc3)C4CC4)c5nncn5C6CC6	I
35F	c1cc(cc(c1)NC(=O)c2ccco2)c3c4cc(ccc4[nH]n3)c5nc[nH]n5	I
6BU	c1cc(cc(c1)NS(=O)(=O)C2CC2)c3ccc4c(c3)[nH]nc4NC(=O)C5CC5	I
IDK	c1cc(cc(c1)NS(=O)(=O)CC2CC2)c3ccc4c(c3)[nH]nc4NC(=O)C5CC5	I
3WN	c1cc(cc(c1)Nc2c3c(=O)cc[nH]c3ncn2)N	I
1N6	c1cc(cc(c1)Nc2c3c(cc[nH]c3=O)nc(n2)NC4CCC(CC4)N)C(F)(F)F	I
FU9	c1cc(cc(c1)Nc2c3c(cnc(n3)NC4CC4)c5ccc(cc5n2)C(=O)O)C(F)(F)F	I
3WO	c1cc(cc(c1)Nc2c3c(ncn2)N=CCC3=O)N	I
NHJ	c1cc(cc(c1)Nc2ccnc(n2)Nc3ccc(cc3)C(=O)N)C(F)(F)F	I
CC3	c1cc(cc(c1)Nc2ccnc(n2)Nc3cccc(c3)NC(=O)C4CC4)C(F)(F)F	I
7X8	c1cc(cc(c1)Nc2nccc(n2)Nc3c(ccc4c3OCO4)Cl)C(=O)N	I
07R	c1cc(cc(c1)O)CNC(=O)Nc2nc(cs2)c3ccncc3	I
P0F	c1cc(cc(c1)O)c2[nH]c(nn2)NCc3c(cccc3Cl)F	I
BMW	c1cc(cc(c1)O)c2c3c(nc(n2)N4CCOCC4)N(CC3)c5ccc6c(c5)nc[nH]6	I
M54	c1cc(cc(c1)O)c2c[nH]c(=O)c3c2cc(c4c3cc(cc4)c5c[nH]nc5)CCCN	I
E6T	c1cc(cc(c1)O)c2c[nH]c3c2ccc4c3C(=O)N=C4	I
P2B	c1cc(cc(c1)O)c2cc(nc(n2)N3CCOCC3)Nc4cccnc4	I
3DV	c1cc(cc(c1)O)c2cnc(c(n2)c3ccc(cc3)C(=O)O)N	I
3DL	c1cc(cc(c1)O)c2cncc(n2)c3ccc(cc3)C(=O)O	I
X6K	c1cc(cc(c1)O)c2nc3c4cccnc4oc3c(n2)N5CCOCC5	I
E46	c1cc(cc(c1)OC(F)(F)F)n2c3c(ccc(n3)NCC4CCNCC4)nn2	I
65R	c1cc(cc(c1)OCCCC2CCNCC2)CC(=O)Nc3nc(cs3)c4ccncc4	I
RU9	c1cc(cc(c1)Oc2ccc(cc2)c3[nH]c4cc(ccc4n3)C(=O)N)O	I
N76	c1cc(cc(c1)S(=O)(=O)N)Nc2nc3c(c(n2)OCC4CCCCC4)nc[nH]3	I
7X4	c1cc(cc(c1)S(=O)(=O)N)Nc2nccc(n2)Nc3c(ccc4c3OCO4)Cl	I
G6T	c1cc(cc(c1)S(=O)(=O)N)c2[nH]c3c(n2)nc(nc3OCC4CCCCC4)N	I
3O0	c1cc(cc(c1)[N+](=O)[O-])C(=O)c2c(nc(s2)Nc3ccc(cc3)Cl)N	I
YM5	c1cc(cc(c1)c2c[nH]c3c2c(ncn3)N4CCOC(C4)CN)CO	I
3FE	c1cc(cc(c1)c2c[nH]c3c2c(ncn3)N4CCOCC4)C#N	I
0F5	c1cc(cc(c1)c2cncc(n2)NC3CCC(CC3)N)C=C4C(=O)NC(=O)S4	I
XJ1	c1cc(cc(c1)c2cncc(n2)NC3CCC(CC3)N)C=CC(=O)O	I
17G	c1cc(cc(c1)n2c(=O)ccc3c2c4cc(ccc4nc3)c5ccc(nc5)N)C(F)(F)F	I
LX9	c1cc(cc(c1)n2cc(c(n2)N)c3ccc4c(c3)CCNC4=O)c5ccc6cc[nH]c6c5	I
3YV	c1cc(cc(c1)n2nccn2)Nc3c(nnc(n3)NC4CCCCC4N)C(=O)N	I
H5K	c1cc(cc2c1cc(cc2)NC(=O)Nc3cnc(cn3)C#N)C(=O)O	I
2WF	c1cc(cc2c1ccnc2)c3ccnc(c3)NC(=O)C4CC4	I
S3N	c1cc(ccc1C(=O)C2CNCC2c3ccc4c(c3)nc[nH]c4=O)C(F)(F)F	I
ST8	c1cc(ccc1C(=O)N)Nc2nc(c(c(n2)OCC3CCCCC3)N=O)N	I
N41	c1cc(ccc1C(=O)N)Nc2nc3c(c(n2)OCC4CCCCC4)nc[nH]3	I
L0C	c1cc(ccc1C(=O)Nc2c[nH]nc2c3[nH]c4cc(ccc4n3)CN5CCOCC5)F	I
WBI	c1cc(ccc1C(=O)Nc2cc(c[nH]c2=O)c3ccncc3)N4CCCCC4	I
NF5	c1cc(ccc1C(=O)Nc2ccc3c(c2)CCNCC3)Br	I
QBB	c1cc(ccc1C(=O)Nc2ccc3c(c2)CNCC3)F	I
NHI	c1cc(ccc1C(=O)O)Nc2ccnc(n2)Nc3ccc(cc3)C(=O)O	I
BRQ	c1cc(ccc1C(=O)c2c(nc(s2)NC3CC(=CC=C3)Cl)N)F	I
0XZ	c1cc(ccc1C(CCO)NC(=O)C2(CCN(CC2)c3c4cc[nH]c4ncn3)N)Cl	I
1V5	c1cc(ccc1C2(CC2)NC(=O)c3ccc4c(c3)n5ccnc5c(n4)NC6CCC(CC6)O)F	I
29X	c1cc(ccc1C2CCNCC2COc3ccc4c(c3)C=NC4=O)F	I
8PR	c1cc(ccc1C2CCNCC2COc3ccc4c(c3)OCO4)F	I
ZSO	c1cc(ccc1C2CCNCC2COc3ccc4c(c3)c[nH]n4)F	I
3ND	c1cc(ccc1C2CNCC2C(=O)Nc3cc4cc[nH]c(=O)c4cc3Cl)Cl	I
REB	c1cc(ccc1CC#N)Nc2nccc(n2)Nc3cc([nH]n3)C4CC4	I
38R	c1cc(ccc1CC#N)Nc2nccc(n2)Nc3cc(n[nH]3)C4CCCC4	I
XM1	c1cc(ccc1CC(CN)C(=O)N2CCN(CC2)c3c4cc[nH]c4ncn3)Cl	I
L9L	c1cc(ccc1CC(CNc2ncc(s2)c3ccc4c(c3)CC(=O)N4)N)C(F)(F)F	I
5L4	c1cc(ccc1CCO)c2cnc(c(n2)C(=O)Nc3cnccc3N4CCOCC4)N	I
A9T	c1cc(ccc1CN2CCC(CC2)COc3ccc(cc3)c4[nH]c5ccc(cc5n4)C(=O)N)Cl	I
3X7	c1cc(ccc1CN2CCCCC2)c3cc4c5cc(ncc5[nH]c4nc3)C#N	I
X6D	c1cc(ccc1CN2CCOCC2)c3[nH]c4c(n3)c(c(cn4)Br)N5CCN(CC5)Cc6ccc(cc6)Cl	I
X39	c1cc(ccc1CNC(=O)C2(CCN(CC2)c3c4cc[nH]c4ncn3)N)Cl	I
84U	c1cc(ccc1CNc2cc(cc(c2)O)c3nc4ccsc4c(n3)N5CCOCC5)F	I
1OB	c1cc(ccc1Cc2cc(n3c(n2)c(cn3)C(=O)Nc4ccc(cc4)F)O)C#N	I
2NQ	c1cc(ccc1F)S(=O)(=O)Nc2cc(cnc2Cl)c3ccc4c(c3)c(ccn4)N5CCOCC5	I
3WK	c1cc(ccc1N)Nc2c3c(ncn2)N=CCC3=O	I
3WJ	c1cc(ccc1N)n2ccc(=O)c3c2ncnc3N	I
1OA	c1cc(ccc1NC(=O)c2cnn3c2nc(cc3O)C4CCNCC4)F	I
8E1	c1cc(ccc1NC=C2c3c(ccc4c3scn4)NC2=O)S(=O)(=O)N	I
CG9	c1cc(ccc1Nc2c3nccn3cc(n2)c4ccc5cn[nH]c5c4)N6CCOCC6	I
AD5	c1cc(ccc1Nc2nc3c(c(n2)NC4CCCCC4)nc[nH]3)N5CCOCC5	I
N20	c1cc(ccc1Nc2nc3c(c(n2)OCC4CCCCC4)nc[nH]3)O	I
NU5	c1cc(ccc1Nc2nc3c(c(n2)OCC4CCCCC4)nc[nH]3)S(=O)(=O)CCNCCCO	I
FMY	c1cc(ccc1Nc2nccc(n2)c3cc(cc(c3)F)N4CCOCC4)n5cnc(n5)N6CCOCC6	I
RU5	c1cc(ccc1c2[nH]c3cc(ccc3n2)C(=O)N)Oc4ccc(cc4)Cl	I
KMP	c1cc(ccc1c2c(c(=O)c3c(cc(cc3o2)O)O)O)O	I
3G5	c1cc(ccc1c2c(c(=O)c3cc(cc(c3o2)Br)Br)O)C(=O)O	I
7FC	c1cc(ccc1c2c(c(=O)c3cc(cc(c3o2)Cl)Cl)O)C(=O)O	I
1QJ	c1cc(ccc1c2c(c[nH]n2)c3ccnc(c3)CO)F	I
EK3	c1cc(ccc1c2c(c[nH]n2)c3ccnc(c3)NC4CCCCC4)F	I
F92	c1cc(ccc1c2c(n(cn2)C3CCC(CC3)O)c4ccnc(n4)N)F	I
0CK	c1cc(ccc1c2c(n(cn2)C3CCCCC3)c4ccnc(n4)N)F	I
PFO	c1cc(ccc1c2c(n(cn2)C3CCN(CC3)Cc4ccon4)c5ccnc(n5)N)F	I
VX1	c1cc(ccc1c2c3cc(ccc3no2)c4ccnc(n4)N)Cl	I
ZRM	c1cc(ccc1c2c[nH]c(=O)c3c2sc(c3)c4ccncc4)O	I
GVP	c1cc(ccc1c2c[nH]nc2)C3(CCNCC3)c4ccc(cc4)Cl	I
AGI	c1cc(ccc1c2cc(=O)c3c(cc(cc3o2)O)O)O	I
KJD	c1cc(ccc1c2cc(c(nc2)N)c3cc(c(c(c3)F)O)F)S(=O)(=O)N	I
NM7	c1cc(ccc1c2cc(c(s2)NC(=O)N)C(=O)N)F	I
C73	c1cc(ccc1c2cc(c(s2)NC(=O)N)C(=O)NC3CCCNC3)Cl	I
WTI	c1cc(ccc1c2cc(cnc2N)c3c4c(cs3)OCCO4)C(=O)N	I
7GK	c1cc(ccc1c2cc3c(ccnc3[nH]2)C#N)N4CCNCC4	I
C72	c1cc(ccc1c2cc3c(s2)c(cnc3NC4CCCNC4)C(=O)N)Cl	I
C70	c1cc(ccc1c2cc3c(s2)c(nnc3NC4CCCNC4)C(=O)N)Cl	I
76A	c1cc(ccc1c2ccc(cc2)O)c3c4c([nH]n3)-c5ccc(cc5C4)C(=O)NC6CCC(CC6)O	I
H0K	c1cc(ccc1c2ccc(cc2)O)c3c4c(n[nH]3)-c5cc(ccc5C4)CO	I
H9K	c1cc(ccc1c2ccc(cc2)O)c3c4c(n[nH]3)-c5ccc(cc5C4)O	I
C95	c1cc(ccc1c2ccc(o2)C=C3C(=O)NC(=N)S3)C(=O)O	I
C85	c1cc(ccc1c2ccc(o2)C=C3C(=O)NC(=N)S3)S(=O)(=O)N	I
C2J	c1cc(ccc1c2ccc3c(c2)n[nH]c3NC(=O)C4CC4)O	I
O19	c1cc(ccc1c2ccnc(n2)Nc3ccc(cc3)N4CCOCC4)NC(=O)C5CCCN5	I
1KO	c1cc(ccc1c2cn3c(n2)c(cnc3C(=O)N)NC4CCCNC4)Cl	I
GEN	c1cc(ccc1c2coc3cc(cc(c3c2=O)O)O)O	I
SBC	c1cc(ccc1n2c-3c(c(n2)C(=O)N)CCc4c3cn[nH]4)S(=O)(=O)N	I
L64	c1cc(cnc1)C(=O)N2CCC(CC2)n3c4c(cn3)c(nc(n4)c5ccc(cc5)NC(=O)Nc6ccncc6)N7CCOCC7	I
LKB	c1cc(cnc1)C(=O)Nc2c[nH]c3c2cc(cn3)c4ccc(cc4)C#N	I
6ZK	c1cc(cnc1)CNc2cc(nc3n2ncc3Br)c4ccc(cc4)c5ccc(cc5)C(=O)N	I
MMY	c1cc(cnc1)N2CCc3c2nc(nc3c4cnc(nc4)N)N5CCOCC5	I
0KD	c1cc(cnc1)NC(=O)c2ccnc3c2nc([nH]3)c4ccsc4	I
B5T	c1cc(cnc1)c2c[nH]c3c2cc(cn3)c4ccc(cc4)S(=O)(=O)N	I
362	c1cc(cnc1)c2c[nH]c3c2nc(cn3)c4c[nH]nc4	I
ASH	c1cc(cnc1)c2cn3c(cnc3c(n2)Nc4ccc(cc4)N5CCOCC5)Cl	I
